80, 20, 0
65, 14, 19
56, 8, 32
52, 4, 39
50, 1, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
49, 0, 42
